Active,Combined_Key,Confirmed,Country_Region,Deaths,Last_Update,Lat,Long_,Province_State,Recovered
1,"Delta, Texas, US",1,US,0,2020-05-08 02:32:32,33.38570922,-95.66921122,Texas,0
824,"Denton, Texas, US",846,US,22,2020-05-08 02:32:32,33.20521901,-97.11691153,Texas,0
3600,"Denver, Colorado, US",3799,US,199,2020-05-08 02:32:32,39.76018276,-104.87256950000001,Colorado,0
28,"Des Moines, Iowa, US",29,US,1,2020-05-08 02:32:32,40.92012606,-91.18326592,Iowa,0
83,"Deschutes, Oregon, US",83,US,0,2020-05-08 02:32:32,43.91570171,-121.2289121,Oregon,0
17,"Desha, Arkansas, US",17,US,0,2020-05-08 02:32:32,33.83011025,-91.25500948,Arkansas,0
1,"Deuel, South Dakota, US",1,US,0,2020-05-08 02:32:32,44.75994309,-96.66943645,South Dakota,0
2,"Dewey, Oklahoma, US",2,US,0,2020-05-08 02:32:32,35.98772922,-99.00730714,Oklahoma,0
1,"Dewey, South Dakota, US",1,US,0,2020-05-08 02:32:32,45.15639647,-100.8709139,South Dakota,0
1,"Dickens, Texas, US",1,US,0,2020-05-08 02:32:32,33.61616822,-100.7788855,Texas,0
0,"Dickenson, Virginia, US",0,US,0,2020-05-08 02:32:32,37.12560977,-82.35124171,Virginia,0
6,"Dickinson, Iowa, US",6,US,0,2020-05-08 02:32:32,43.37787725,-95.1510206,Iowa,0
2,"Dickinson, Kansas, US",2,US,0,2020-05-08 02:32:32,38.86600962,-97.15532383,Kansas,0
2,"Dickinson, Michigan, US",4,US,2,2020-05-08 02:32:32,46.00999672,-87.86961634,Michigan,0
85,"Dickson, Tennessee, US",85,US,0,2020-05-08 02:32:32,36.14669837,-87.35891709,Tennessee,0
78,"Dillon, South Carolina, US",78,US,0,2020-05-08 02:32:32,34.39007791,-79.37741872,South Carolina,0
1,"Dimmit, Texas, US",1,US,0,2020-05-08 02:32:32,28.42270064,-99.75645095,Texas,0
25,"Dinwiddie, Virginia, US",25,US,0,2020-05-08 02:32:32,37.07544585,-77.63451754,Virginia,0
5369,"District of Columbia, District of Columbia, US",5654,US,285,2020-05-08 02:32:32,38.90417773,-77.01655992,District of Columbia,0
1,"Divide, North Dakota, US",1,US,0,2020-05-08 02:32:32,48.814938700000006,-103.48736109999999,North Dakota,0
11,"Dixie, Florida, US",11,US,0,2020-05-08 02:32:32,29.60631086,-83.15724673,Florida,0
15,"Dixon, Nebraska, US",15,US,0,2020-05-08 02:32:32,42.49188363,-96.86782408,Nebraska,0
30,"Dodge, Georgia, US",31,US,1,2020-05-08 02:32:32,32.17265114,-83.16948926,Georgia,0
21,"Dodge, Minnesota, US",21,US,0,2020-05-08 02:32:32,44.02238415,-92.86244324,Minnesota,0
138,"Dodge, Nebraska, US",138,US,0,2020-05-08 02:32:32,41.58071748,-96.65598179,Nebraska,0
45,"Dodge, Wisconsin, US",46,US,1,2020-05-08 02:32:32,43.41576662,-88.70928178,Wisconsin,0
195,"Dona Ana, New Mexico, US",197,US,2,2020-05-08 02:32:32,32.35275771,-106.8329387,New Mexico,0
7,"Doniphan, Kansas, US",7,US,0,2020-05-08 02:32:32,39.79067154,-95.14056866,Kansas,0
25,"Donley, Texas, US",25,US,0,2020-05-08 02:32:32,34.96517499,-100.8140093,Texas,0
122,"Dooly, Georgia, US",135,US,13,2020-05-08 02:32:32,32.15630737,-83.79746561,Georgia,0
15,"Door, Wisconsin, US",18,US,3,2020-05-08 02:32:32,44.95856458,-87.30002707,Wisconsin,0
83,"Dorchester, Maryland, US",85,US,2,2020-05-08 02:32:32,38.45413522,-76.02752426,Maryland,0
101,"Dorchester, South Carolina, US",104,US,3,2020-05-08 02:32:32,33.0794369,-80.40502652,South Carolina,0
1440,"Dougherty, Georgia, US",1566,US,126,2020-05-08 02:32:32,31.53328528,-84.21722377,Georgia,0
547,"Douglas, Colorado, US",573,US,26,2020-05-08 02:32:32,39.33133796,-104.930001,Colorado,0
355,"Douglas, Georgia, US",366,US,11,2020-05-08 02:32:32,33.70291126,-84.77026156,Georgia,0
20,"Douglas, Illinois, US",20,US,0,2020-05-08 02:32:32,39.76768052,-88.21854195,Illinois,0
56,"Douglas, Kansas, US",56,US,0,2020-05-08 02:32:32,38.88503636,-95.2925121,Kansas,0
14,"Douglas, Minnesota, US",14,US,0,2020-05-08 02:32:32,45.93348491,-95.45335469,Minnesota,0
1207,"Douglas, Nebraska, US",1221,US,14,2020-05-08 02:32:32,41.29518299,-96.15085305,Nebraska,0
22,"Douglas, Nevada, US",22,US,0,2020-05-08 02:32:32,38.912862,-119.61713329999999,Nevada,0
24,"Douglas, Oregon, US",24,US,0,2020-05-08 02:32:32,43.27941273,-123.16729099999999,Oregon,0
1,"Douglas, South Dakota, US",1,US,0,2020-05-08 02:32:32,43.38520741,-98.36978007,South Dakota,0
96,"Douglas, Washington, US",98,US,2,2020-05-08 02:32:32,47.7361335,-119.69293700000001,Washington,0
10,"Douglas, Wisconsin, US",10,US,0,2020-05-08 02:32:32,46.43222285,-91.91595768,Wisconsin,0
18,"Drew, Arkansas, US",19,US,1,2020-05-08 02:32:32,33.59035001,-91.71777921,Arkansas,0
3985,"DuPage, Illinois, US",4213,US,228,2020-05-08 02:32:32,41.85116968,-88.08642662,Illinois,0
35,"Dubois, Indiana, US",35,US,0,2020-05-08 02:32:32,38.36597551,-86.87924170000002,Indiana,0
170,"Dubuque, Iowa, US",175,US,5,2020-05-08 02:32:32,42.46815349,-90.88181925,Iowa,0
32,"Dukes and Nantucket, Massachusetts, US",33,US,1,2020-05-08 02:32:32,41.40674725,-70.68763497,Massachusetts,0
21,"Dunklin, Missouri, US",23,US,2,2020-05-08 02:32:32,36.27167174,-90.09122243,Missouri,0
11,"Dunn, North Dakota, US",11,US,0,2020-05-08 02:32:32,47.35423935,-102.61604679999999,North Dakota,0
14,"Dunn, Wisconsin, US",14,US,0,2020-05-08 02:32:32,44.94562799,-91.8962481,Wisconsin,0
158,"Duplin, North Carolina, US",161,US,3,2020-05-08 02:32:32,34.93449805,-77.93140529,North Carolina,0
811,"Durham, North Carolina, US",841,US,30,2020-05-08 02:32:32,36.03638492,-78.87608331,North Carolina,0
3193,"Dutchess, New York, US",3233,US,40,2020-05-08 02:32:32,41.76486060000001,-73.74356679,New York,0
1055,"Duval, Florida, US",1083,US,28,2020-05-08 02:32:32,30.33225875,-81.66976468,Florida,0
3,"Duval, Texas, US",3,US,0,2020-05-08 02:32:32,27.68184592,-98.50864568,Texas,0
39,"Dyer, Tennessee, US",39,US,0,2020-05-08 02:32:32,36.05931946,-89.41542855,Tennessee,0
547,"Eagle, Colorado, US",554,US,7,2020-05-08 02:32:32,39.62754308,-106.6933637,Colorado,0
198,"Early, Georgia, US",224,US,26,2020-05-08 02:32:32,31.32155345,-84.90255207,Georgia,0
2086,"East Baton Rouge, Louisiana, US",2256,US,170,2020-05-08 02:32:32,30.53842039,-91.09777565,Louisiana,0
14,"East Carroll, Louisiana, US",14,US,0,2020-05-08 02:32:32,32.73926954,-91.23425694,Louisiana,0
113,"East Feliciana, Louisiana, US",132,US,19,2020-05-08 02:32:32,30.84425359,-91.04976723,Louisiana,0
3,"Eastland, Texas, US",3,US,0,2020-05-08 02:32:32,32.32743996,-98.83243566,Texas,0
140,"Eaton, Michigan, US",146,US,6,2020-05-08 02:32:32,42.59599185,-84.83740035,Michigan,0
47,"Eau Claire, Wisconsin, US",47,US,0,2020-05-08 02:32:32,44.726614,-91.28609183,Wisconsin,0
6,"Echols, Georgia, US",6,US,0,2020-05-08 02:32:32,30.71101099,-82.89687287,Georgia,0
86,"Ector, Texas, US",90,US,4,2020-05-08 02:32:32,31.86898877,-102.54294279999999,Texas,0
12,"Eddy, New Mexico, US",13,US,1,2020-05-08 02:32:32,32.47167456,-104.3053527,New Mexico,0
1,"Eddy, North Dakota, US",1,US,0,2020-05-08 02:32:32,47.71701474,-98.90432337,North Dakota,0
130,"Edgecombe, North Carolina, US",137,US,7,2020-05-08 02:32:32,35.91230639,-77.59436892,North Carolina,0
34,"Edgefield, South Carolina, US",36,US,2,2020-05-08 02:32:32,33.77221995,-81.96231108,South Carolina,0
36,"Edmonson, Kentucky, US",41,US,5,2020-05-08 02:32:32,37.21218923,-86.23955613,Kentucky,0
4,"Edwards, Kansas, US",4,US,0,2020-05-08 02:32:32,37.88735543,-99.31263309,Kansas,0
37,"Effingham, Georgia, US",38,US,1,2020-05-08 02:32:32,32.36616021,-81.34280942,Georgia,0
4,"Effingham, Illinois, US",5,US,1,2020-05-08 02:32:32,39.05935711,-88.58969584,Illinois,0
54,"El Dorado, California, US",54,US,0,2020-05-08 02:32:32,38.77965956,-120.5233166,California,0
1002,"El Paso, Colorado, US",1079,US,77,2020-05-08 02:32:32,38.83240149,-104.5251411,Colorado,0
1096,"El Paso, Texas, US",1119,US,23,2020-05-08 02:32:32,31.76980765,-106.23632749999999,Texas,0
36,"Elbert, Colorado, US",37,US,1,2020-05-08 02:32:32,39.28656773,-104.13587209999999,Colorado,0
34,"Elbert, Georgia, US",34,US,0,2020-05-08 02:32:32,34.11302332,-82.83936148,Georgia,0
0,"Elk, Kansas, US",0,US,0,2020-05-08 02:32:32,37.45338105,-96.24369667,Kansas,0
4,"Elk, Pennsylvania, US",5,US,1,2020-05-08 02:32:32,41.42822061,-78.64524744,Pennsylvania,0
371,"Elkhart, Indiana, US",387,US,16,2020-05-08 02:32:32,41.59761169,-85.85875695,Indiana,0
14,"Elko, Nevada, US",15,US,1,2020-05-08 02:32:32,41.14531606,-115.3577619,Nevada,0
8,"Ellis, Kansas, US",8,US,0,2020-05-08 02:32:32,38.91458712,-99.31751551,Kansas,0
178,"Ellis, Texas, US",188,US,10,2020-05-08 02:32:32,32.34894117,-96.79371841,Texas,0
1,"Ellsworth, Kansas, US",1,US,0,2020-05-08 02:32:32,38.69677695,-98.20462799,Kansas,0
123,"Elmore, Alabama, US",127,US,4,2020-05-08 02:32:32,32.59785413,-86.14415284,Alabama,0
29,"Elmore, Idaho, US",31,US,2,2020-05-08 02:32:32,43.3507101,-115.4701578,Idaho,0
23,"Emanuel, Georgia, US",23,US,0,2020-05-08 02:32:32,32.59221302,-82.30239915,Georgia,0
0,"Emmet, Iowa, US",0,US,0,2020-05-08 02:32:32,43.37782951,-94.67858943,Iowa,0
19,"Emmet, Michigan, US",21,US,2,2020-05-08 02:32:32,45.52625509,-84.89083249,Michigan,0
0,"Emmons, North Dakota, US",1,US,1,2020-05-08 02:32:32,46.28398398,-100.2389766,North Dakota,0
44,"Emporia, Virginia, US",47,US,3,2020-05-08 02:32:32,36.69455571,-77.53406129,Virginia,0
14,"Erath, Texas, US",15,US,1,2020-05-08 02:32:32,32.23602653,-98.21773417,Texas,0
3813,"Erie, New York, US",4136,US,323,2020-05-08 02:32:32,42.76249024,-78.73063652,New York,0
72,"Erie, Ohio, US",75,US,3,2020-05-08 02:32:32,41.36796058,-82.62904521,Ohio,0
99,"Erie, Pennsylvania, US",101,US,2,2020-05-08 02:32:32,41.99253829,-80.03301954,Pennsylvania,0
30,"Escambia, Alabama, US",33,US,3,2020-05-08 02:32:32,31.1256789,-87.15918694,Alabama,0
600,"Escambia, Florida, US",616,US,16,2020-05-08 02:32:32,30.67652764,-87.37284571,Florida,0
10032,"Essex, Massachusetts, US",10610,US,578,2020-05-08 02:32:32,42.6687626,-70.94687179,Massachusetts,0
13840,"Essex, New Jersey, US",15215,US,1375,2020-05-08 02:32:32,40.78681335,-74.24657979,New Jersey,0
30,"Essex, New York, US",30,US,0,2020-05-08 02:32:32,44.11630765,-73.77297842,New York,0
2,"Essex, Vermont, US",2,US,0,2020-05-08 02:32:32,44.72736416,-71.73579864,Vermont,0
18,"Essex, Virginia, US",18,US,0,2020-05-08 02:32:32,37.93357639,-76.94230311,Virginia,0
151,"Etowah, Alabama, US",161,US,10,2020-05-08 02:32:32,34.04567266,-86.04051873,Alabama,0
0,"Eureka, Nevada, US",0,US,0,2020-05-08 02:32:32,39.98100864,-116.26832040000001,Nevada,0
63,"Evangeline, Louisiana, US",64,US,1,2020-05-08 02:32:32,30.72985248,-92.39915924,Louisiana,0
5,"Evans, Georgia, US",5,US,0,2020-05-08 02:32:32,32.15328841,-81.8870105,Georgia,0
81,"Fairbanks North Star, Alaska, US",83,US,2,2020-05-08 02:32:32,64.80726247,-146.5692662,Alaska,0
4834,"Fairfax, Virginia, US",5045,US,211,2020-05-08 02:32:32,38.83677558,-77.27565836,Virginia,0
32,"Fairfax City, Virginia, US",35,US,3,2020-05-08 02:32:32,38.85157547,-77.29779640000002,Virginia,0
11702,"Fairfield, Connecticut, US",12679,US,977,2020-05-08 02:32:32,41.26809896,-73.3881171,Connecticut,0
160,"Fairfield, Ohio, US",162,US,2,2020-05-08 02:32:32,39.75107189,-82.63088163,Ohio,0
72,"Fairfield, South Carolina, US",75,US,3,2020-05-08 02:32:32,34.39287073,-81.1195624,South Carolina,0
2,"Fall River, South Dakota, US",2,US,0,2020-05-08 02:32:32,43.23929297,-103.5275691,South Dakota,0
6,"Falls, Texas, US",6,US,0,2020-05-08 02:32:32,31.25350609,-96.93630086,Texas,0
32,"Falls Church, Virginia, US",36,US,4,2020-05-08 02:32:32,38.88485255,-77.17560759,Virginia,0
33,"Fannin, Georgia, US",34,US,1,2020-05-08 02:32:32,34.86430205,-84.316964,Georgia,0
22,"Fannin, Texas, US",23,US,1,2020-05-08 02:32:32,33.59564294,-96.10751083,Texas,0
7,"Faribault, Minnesota, US",7,US,0,2020-05-08 02:32:32,43.67381499,-93.94787458,Minnesota,0
1,"Faulk, South Dakota, US",1,US,0,2020-05-08 02:32:32,45.07082625,-99.14535601,South Dakota,0
79,"Faulkner, Arkansas, US",81,US,2,2020-05-08 02:32:32,35.14719007,-92.33717519,Arkansas,0
145,"Fauquier, Virginia, US",149,US,4,2020-05-08 02:32:32,38.73564842,-77.80647472,Virginia,0
7,"Fayette, Alabama, US",7,US,0,2020-05-08 02:32:32,33.72076938,-87.73886638,Alabama,0
179,"Fayette, Georgia, US",191,US,12,2020-05-08 02:32:32,33.41357794,-84.49089434,Georgia,0
15,"Fayette, Illinois, US",17,US,2,2020-05-08 02:32:32,39.00072038,-89.02452658,Illinois,0
30,"Fayette, Indiana, US",34,US,4,2020-05-08 02:32:32,39.63684962,-85.17797541,Indiana,0
24,"Fayette, Iowa, US",24,US,0,2020-05-08 02:32:32,42.86271799,-91.84412309999999,Iowa,0
319,"Fayette, Kentucky, US",328,US,9,2020-05-08 02:32:32,38.0368225,-84.45576892,Kentucky,0
23,"Fayette, Ohio, US",23,US,0,2020-05-08 02:32:32,39.56021306,-83.4562016,Ohio,0
80,"Fayette, Pennsylvania, US",84,US,4,2020-05-08 02:32:32,39.92041012,-79.64291195,Pennsylvania,0
72,"Fayette, Tennessee, US",73,US,1,2020-05-08 02:32:32,35.19615831,-89.41399032,Tennessee,0
18,"Fayette, Texas, US",19,US,1,2020-05-08 02:32:32,29.87788372,-96.92076062,Texas,0
28,"Fayette, West Virginia, US",28,US,0,2020-05-08 02:32:32,38.02974928,-81.08286634,West Virginia,0
103,"Federal Correctional Institution (FCI), Michigan, US",106,US,3,2020-05-08 02:32:32,,,Michigan,0
5,"Fentress, Tennessee, US",5,US,0,2020-05-08 02:32:32,36.38128818,-84.92870012,Tennessee,0
0,"Fergus, Montana, US",0,US,0,2020-05-08 02:32:32,47.26331584,-109.2245206,Montana,0
1,"Ferry, Washington, US",1,US,0,2020-05-08 02:32:32,48.471143100000006,-118.5154041,Washington,0
11,"Fillmore, Minnesota, US",12,US,1,2020-05-08 02:32:32,43.67394126,-92.08980382,Minnesota,0
3,"Fillmore, Nebraska, US",3,US,0,2020-05-08 02:32:32,40.52458567,-97.59646937,Nebraska,0
788,"Finney, Kansas, US",791,US,3,2020-05-08 02:32:32,38.04340344,-100.73819379999999,Kansas,0
141,"Flagler, Florida, US",145,US,4,2020-05-08 02:32:32,29.45933576,-81.31508595,Florida,0
35,"Flathead, Montana, US",37,US,2,2020-05-08 02:32:32,48.29575866,-114.05205690000001,Montana,0
2,"Fleming, Kentucky, US",2,US,0,2020-05-08 02:32:32,38.36758311,-83.69657514,Kentucky,0
351,"Florence, South Carolina, US",370,US,19,2020-05-08 02:32:32,34.02361754,-79.70189312,South Carolina,0
2,"Florence, Wisconsin, US",2,US,0,2020-05-08 02:32:32,45.84963535,-88.39804137,Wisconsin,0
143,"Floyd, Georgia, US",155,US,12,2020-05-08 02:32:32,34.26268279,-85.21577392,Georgia,0
196,"Floyd, Indiana, US",224,US,28,2020-05-08 02:32:32,38.32117957,-85.90385377,Indiana,0
2,"Floyd, Iowa, US",2,US,0,2020-05-08 02:32:32,43.06000529999999,-92.78940097,Iowa,0
13,"Floyd, Kentucky, US",13,US,0,2020-05-08 02:32:32,37.56213922,-82.74750924,Kentucky,0
4,"Floyd, Texas, US",4,US,0,2020-05-08 02:32:32,34.07227468,-101.3031546,Texas,0
3,"Floyd, Virginia, US",3,US,0,2020-05-08 02:32:32,36.9302126,-80.36738849,Virginia,0
72,"Fluvanna, Virginia, US",78,US,6,2020-05-08 02:32:32,37.84157909,-78.27715475,Virginia,0
81,"Fond du Lac, Wisconsin, US",84,US,3,2020-05-08 02:32:32,43.75354908,-88.48885325,Wisconsin,0
11,"Ford, Illinois, US",12,US,1,2020-05-08 02:32:32,40.59706922,-88.22350769,Illinois,0
927,"Ford, Kansas, US",930,US,3,2020-05-08 02:32:32,37.69200114,-99.88825298,Kansas,0
7,"Forest, Pennsylvania, US",7,US,0,2020-05-08 02:32:32,41.51095103,-79.23229292,Pennsylvania,0
1,"Forest, Wisconsin, US",1,US,0,2020-05-08 02:32:32,45.66678019,-88.77084892,Wisconsin,0
265,"Forrest, Mississippi, US",283,US,18,2020-05-08 02:32:32,31.18961454,-89.25832496,Mississippi,0
351,"Forsyth, Georgia, US",361,US,10,2020-05-08 02:32:32,34.22604035,-84.12315129999998,Georgia,0
327,"Forsyth, North Carolina, US",332,US,5,2020-05-08 02:32:32,36.12859861,-80.25459052,North Carolina,0
1255,"Fort Bend, Texas, US",1287,US,32,2020-05-08 02:32:32,29.52704478,-95.77219463,Texas,0
1,"Foster, North Dakota, US",1,US,0,2020-05-08 02:32:32,47.457108399999996,-98.88279923,North Dakota,0
12,"Fountain, Indiana, US",14,US,2,2020-05-08 02:32:32,40.12361933,-87.24217689,Indiana,0
183,"Franklin, Alabama, US",184,US,1,2020-05-08 02:32:32,34.44235334,-87.84289505,Alabama,0
2,"Franklin, Arkansas, US",2,US,0,2020-05-08 02:32:32,35.51202821,-93.89299569,Arkansas,0
2,"Franklin, Florida, US",2,US,0,2020-05-08 02:32:32,29.83791238,-84.82731662,Florida,0
24,"Franklin, Georgia, US",25,US,1,2020-05-08 02:32:32,34.37525597,-83.23159927,Georgia,0
10,"Franklin, Illinois, US",10,US,0,2020-05-08 02:32:32,37.99189086,-88.92567818,Illinois,0
94,"Franklin, Indiana, US",101,US,7,2020-05-08 02:32:32,39.4142482,-85.06062647,Indiana,0
7,"Franklin, Iowa, US",7,US,0,2020-05-08 02:32:32,42.73270384,-93.26256925,Iowa,0
20,"Franklin, Kansas, US",20,US,0,2020-05-08 02:32:32,38.56443815,-95.28644341,Kansas,0
16,"Franklin, Kentucky, US",16,US,0,2020-05-08 02:32:32,38.2379395,-84.87962551,Kentucky,0
141,"Franklin, Louisiana, US",145,US,4,2020-05-08 02:32:32,32.13675181,-91.67589857,Louisiana,0
30,"Franklin, Maine, US",31,US,1,2020-05-08 02:32:32,44.97330019,-70.44381045,Maine,0
246,"Franklin, Massachusetts, US",285,US,39,2020-05-08 02:32:32,42.58119713,-72.58602547,Massachusetts,0
17,"Franklin, Mississippi, US",18,US,1,2020-05-08 02:32:32,31.47786634,-90.89672989,Mississippi,0
124,"Franklin, Missouri, US",137,US,13,2020-05-08 02:32:32,38.41127108,-91.07522826,Missouri,0
5,"Franklin, Nebraska, US",5,US,0,2020-05-08 02:32:32,40.17636348,-98.95299073,Nebraska,0
16,"Franklin, New York, US",16,US,0,2020-05-08 02:32:32,44.59040891,-74.29926032,New York,0
89,"Franklin, North Carolina, US",111,US,22,2020-05-08 02:32:32,36.081519,-78.28708884,North Carolina,0
3270,"Franklin, Ohio, US",3377,US,107,2020-05-08 02:32:32,39.96995815,-83.01115755,Ohio,0
414,"Franklin, Pennsylvania, US",425,US,11,2020-05-08 02:32:32,39.92956518,-77.72157791,Pennsylvania,0
36,"Franklin, Tennessee, US",37,US,1,2020-05-08 02:32:32,35.15634626,-86.09201039,Tennessee,0
3,"Franklin, Texas, US",3,US,0,2020-05-08 02:32:32,33.17653242,-95.21917243,Texas,0
94,"Franklin, Vermont, US",99,US,5,2020-05-08 02:32:32,44.85627605,-72.91249563,Vermont,0
24,"Franklin, Virginia, US",24,US,0,2020-05-08 02:32:32,36.99536167,-79.88023649,Virginia,0
387,"Franklin, Washington, US",401,US,14,2020-05-08 02:32:32,46.53351425,-118.9018212,Washington,0
22,"Franklin City, Virginia, US",23,US,1,2020-05-08 02:32:32,36.6831435,-76.93859681,Virginia,0
1081,"Frederick, Maryland, US",1151,US,70,2020-05-08 02:32:32,39.47296601,-77.39999394,Maryland,0
146,"Frederick, Virginia, US",147,US,1,2020-05-08 02:32:32,39.20172582,-78.25974949,Virginia,0
52,"Fredericksburg, Virginia, US",52,US,0,2020-05-08 02:32:32,38.2977863,-77.4922454,Virginia,0
39,"Freeborn, Minnesota, US",39,US,0,2020-05-08 02:32:32,43.67385583,-93.34884422,Minnesota,0
7,"Freestone, Texas, US",7,US,0,2020-05-08 02:32:32,31.70422788,-96.15072516,Texas,0
23,"Fremont, Colorado, US",23,US,0,2020-05-08 02:32:32,38.47362326,-105.43996670000001,Colorado,0
3,"Fremont, Idaho, US",3,US,0,2020-05-08 02:32:32,44.22800938,-111.48099429999999,Idaho,0
168,"Fremont, Wyoming, US",168,US,0,2020-05-08 02:32:32,43.04183996,-108.6296893,Wyoming,0
768,"Fresno, California, US",777,US,9,2020-05-08 02:32:32,36.75733899,-119.6466953,California,0
25,"Frio, Texas, US",25,US,0,2020-05-08 02:32:32,28.86751206,-99.10804207,Texas,0
1,"Frontier, Nebraska, US",1,US,0,2020-05-08 02:32:32,40.52993007,-100.3924658,Nebraska,0
3,"Fulton, Arkansas, US",3,US,0,2020-05-08 02:32:32,36.38177105,-91.81729127,Arkansas,0
3121,"Fulton, Georgia, US",3258,US,137,2020-05-08 02:32:32,33.79216944,-84.46319413,Georgia,0
3,"Fulton, Illinois, US",3,US,0,2020-05-08 02:32:32,40.47289135,-90.20862357,Illinois,0
33,"Fulton, Indiana, US",34,US,1,2020-05-08 02:32:32,41.0469907,-86.26252745,Indiana,0
1,"Fulton, Kentucky, US",1,US,0,2020-05-08 02:32:32,36.55238827,-89.20140068,Kentucky,0
101,"Fulton, New York, US",101,US,0,2020-05-08 02:32:32,43.11363907,-74.41798804,New York,0
30,"Fulton, Ohio, US",30,US,0,2020-05-08 02:32:32,41.60213491,-84.12571393,Ohio,0
7,"Fulton, Pennsylvania, US",7,US,0,2020-05-08 02:32:32,39.92913544,-78.11163677,Pennsylvania,0
4,"Furnas, Nebraska, US",4,US,0,2020-05-08 02:32:32,40.17642064,-99.91247454,Nebraska,0
121,"Gadsden, Florida, US",121,US,0,2020-05-08 02:32:32,30.57796289,-84.61915825,Florida,0
37,"Gage, Nebraska, US",40,US,3,2020-05-08 02:32:32,40.26186809,-96.68946704,Nebraska,0
3,"Gaines, Texas, US",3,US,0,2020-05-08 02:32:32,32.74055318,-102.6353295,Texas,0
32,"Galax, Virginia, US",32,US,0,2020-05-08 02:32:32,36.66601852,-80.91703124,Virginia,0
2,"Gallatin, Illinois, US",2,US,0,2020-05-08 02:32:32,37.76430935,-88.22953869,Illinois,0
1,"Gallatin, Kentucky, US",1,US,0,2020-05-08 02:32:32,38.75398691,-84.8558382,Kentucky,0
145,"Gallatin, Montana, US",146,US,1,2020-05-08 02:32:32,45.54486106,-111.1692571,Montana,0
5,"Gallia, Ohio, US",6,US,1,2020-05-08 02:32:32,38.82708533,-82.31647569,Ohio,0
641,"Galveston, Texas, US",669,US,28,2020-05-08 02:32:32,29.40167322,-94.90469073,Texas,0
98,"Garfield, Colorado, US",100,US,2,2020-05-08 02:32:32,39.59921777,-107.902708,Colorado,0
20,"Garfield, Oklahoma, US",21,US,1,2020-05-08 02:32:32,36.3791334,-97.78265517,Oklahoma,0
0,"Garfield, Washington, US",0,US,0,2020-05-08 02:32:32,46.43197502,-117.54540320000001,Washington,0
117,"Garland, Arkansas, US",118,US,1,2020-05-08 02:32:32,34.57692074,-93.14921604,Arkansas,0
2,"Garrard, Kentucky, US",2,US,0,2020-05-08 02:32:32,37.638866799999995,-84.53289319,Kentucky,0
4,"Garrett, Maryland, US",4,US,0,2020-05-08 02:32:32,39.52786077,-79.27355126,Maryland,0
13,"Garvin, Oklahoma, US",14,US,1,2020-05-08 02:32:32,34.70418038,-97.30811132,Oklahoma,0
3,"Garza, Texas, US",3,US,0,2020-05-08 02:32:32,33.17969345,-101.2984114,Texas,0
2,"Gasconade, Missouri, US",2,US,0,2020-05-08 02:32:32,38.43947277,-91.50847147,Missouri,0
153,"Gaston, North Carolina, US",157,US,4,2020-05-08 02:32:32,35.29373559,-81.17477045,North Carolina,0
10,"Gates, North Carolina, US",10,US,0,2020-05-08 02:32:32,36.44667547,-76.69749701,North Carolina,0
13,"Geary, Kansas, US",13,US,0,2020-05-08 02:32:32,38.99871131,-96.7577178,Kansas,0
165,"Geauga, Ohio, US",184,US,19,2020-05-08 02:32:32,41.49952319,-81.17935342,Ohio,0
14,"Gem, Idaho, US",14,US,0,2020-05-08 02:32:32,44.06482372,-116.398376,Idaho,0
1518,"Genesee, Michigan, US",1731,US,213,2020-05-08 02:32:32,43.02244215,-83.70589709,Michigan,0
165,"Genesee, New York, US",168,US,3,2020-05-08 02:32:32,43.0022601,-78.19135193,New York,0
11,"Geneva, Alabama, US",11,US,0,2020-05-08 02:32:32,31.09389027,-85.83572839,Alabama,0
1,"Gentry, Missouri, US",1,US,0,2020-05-08 02:32:32,40.21097916,-94.40944419,Missouri,0
14,"George, Mississippi, US",15,US,1,2020-05-08 02:32:32,30.86259065,-88.64436789,Mississippi,0
47,"Georgetown, South Carolina, US",50,US,3,2020-05-08 02:32:32,33.43443342,-79.33202141,South Carolina,0
7,"Gibson, Indiana, US",7,US,0,2020-05-08 02:32:32,38.30393723,-87.58054938,Indiana,0
51,"Gibson, Tennessee, US",52,US,1,2020-05-08 02:32:32,35.99438059,-88.93358327,Tennessee,0
17,"Gila, Arizona, US",17,US,0,2020-05-08 02:32:32,33.80190085,-110.8132779,Arizona,0
6,"Gilchrist, Florida, US",6,US,0,2020-05-08 02:32:32,29.72856978,-82.79880657,Florida,0
9,"Giles, Tennessee, US",9,US,0,2020-05-08 02:32:32,35.20222469,-87.03992678,Tennessee,0
4,"Giles, Virginia, US",4,US,0,2020-05-08 02:32:32,37.31234791,-80.70636931,Virginia,0
4,"Gillespie, Texas, US",4,US,0,2020-05-08 02:32:32,30.31824095,-98.94676915,Texas,0
89,"Gilmer, Georgia, US",89,US,0,2020-05-08 02:32:32,34.69316688,-84.45802506,Georgia,0
3,"Gilmer, West Virginia, US",3,US,0,2020-05-08 02:32:32,38.9251277,-80.85952723,West Virginia,0
1,"Gilpin, Colorado, US",1,US,0,2020-05-08 02:32:32,39.85646523,-105.5252597,Colorado,0
6,"Glacier, Montana, US",6,US,0,2020-05-08 02:32:32,48.70513576,-112.9934235,Montana,0
5,"Glades, Florida, US",6,US,1,2020-05-08 02:32:32,26.95635849,-81.18996211,Florida,0
