DateRecorded,Country,State,City,Confirmed,Deaths,Recovered,Active,Latitude,Longitude
05/05/2020,US,Wisconsin,Door,18,3,0,15,44.95856458,-87.30002707
05/05/2020,US,Maryland,Dorchester,76,2,0,74,38.45413522,-76.02752426
05/05/2020,US,South Carolina,Dorchester,101,3,0,98,33.0794369,-80.40502652
05/05/2020,US,Georgia,Dougherty,1550,126,0,1424,31.53328528,-84.21722377
05/05/2020,US,Colorado,Douglas,543,23,0,520,39.33133796,-104.930001
05/05/2020,US,Georgia,Douglas,353,11,0,342,33.70291126,-84.77026156
05/05/2020,US,Illinois,Douglas,20,0,0,20,39.76768052,-88.21854195
05/05/2020,US,Kansas,Douglas,51,0,0,51,38.88503636,-95.2925121
05/05/2020,US,Minnesota,Douglas,10,0,0,10,45.93348491,-95.45335469
05/05/2020,US,Nebraska,Douglas,1049,14,0,1035,41.29518299,-96.15085305
05/05/2020,US,Nevada,Douglas,22,0,0,22,38.912862,-119.6171333
05/05/2020,US,Oregon,Douglas,24,0,0,24,43.27941273,-123.167291
05/05/2020,US,South Dakota,Douglas,1,0,0,1,43.38520741,-98.36978007
05/05/2020,US,Washington,Douglas,84,2,0,82,47.7361335,-119.692937
05/05/2020,US,Wisconsin,Douglas,9,0,0,9,46.43222285,-91.91595768
05/05/2020,US,Arkansas,Drew,16,1,0,15,33.59035001,-91.71777921
05/05/2020,US,Illinois,DuPage,3918,207,0,3711,41.85116968,-88.08642662
05/05/2020,US,Indiana,Dubois,27,0,0,27,38.36597551,-86.87924170000002
05/05/2020,US,Iowa,Dubuque,156,5,0,151,42.46815349,-90.88181925
05/05/2020,US,Massachusetts,Dukes and Nantucket,32,1,0,31,41.40674725,-70.68763497
05/05/2020,US,Missouri,Dunklin,24,2,0,22,36.27167174,-90.09122243
05/05/2020,US,North Dakota,Dunn,11,0,0,11,47.35423935,-102.6160468
05/05/2020,US,Wisconsin,Dunn,13,0,0,13,44.94562799,-91.8962481
05/05/2020,US,North Carolina,Duplin,132,2,0,130,34.93449805,-77.93140529
05/05/2020,US,North Carolina,Durham,800,28,0,772,36.03638492,-78.87608331
05/05/2020,US,New York,Dutchess,3151,40,0,3111,41.76486060000001,-73.74356679
05/05/2020,US,Florida,Duval,1084,26,0,1058,30.33225875,-81.66976468
05/05/2020,US,Texas,Duval,3,0,0,3,27.68184592,-98.50864568
05/05/2020,US,Tennessee,Dyer,40,0,0,40,36.05931946,-89.41542855
05/05/2020,US,Colorado,Eagle,547,7,0,540,39.62754308,-106.6933637
05/05/2020,US,Georgia,Early,223,27,0,196,31.32155345,-84.90255207
05/05/2020,US,Louisiana,East Baton Rouge,2175,163,0,2012,30.53842039,-91.09777565
05/05/2020,US,Louisiana,East Carroll,9,0,0,9,32.73926954,-91.23425694
05/05/2020,US,Louisiana,East Feliciana,131,16,0,115,30.84425359,-91.04976723
05/05/2020,US,Texas,Eastland,3,0,0,3,32.32743996,-98.83243566
05/05/2020,US,Michigan,Eaton,138,6,0,132,42.59599185,-84.83740035
05/05/2020,US,Wisconsin,Eau Claire,42,0,0,42,44.726614,-91.28609183
05/05/2020,US,Georgia,Echols,5,0,0,5,30.71101099,-82.89687287
05/05/2020,US,Texas,Ector,84,4,0,80,31.86898877,-102.5429428
05/05/2020,US,New Mexico,Eddy,13,1,0,12,32.47167456,-104.3053527
05/05/2020,US,North Dakota,Eddy,1,0,0,1,47.71701474,-98.90432337
05/05/2020,US,North Carolina,Edgecombe,123,5,0,118,35.91230639,-77.59436892
05/05/2020,US,South Carolina,Edgefield,32,2,0,30,33.77221995,-81.96231108
05/05/2020,US,Kentucky,Edmonson,36,0,0,36,37.21218923,-86.23955613
05/05/2020,US,Kansas,Edwards,4,0,0,4,37.88735543,-99.31263309
05/05/2020,US,Georgia,Effingham,38,1,0,37,32.36616021,-81.34280942
05/05/2020,US,Illinois,Effingham,5,1,0,4,39.05935711,-88.58969584
05/05/2020,US,California,El Dorado,53,0,0,53,38.77965956,-120.5233166
05/05/2020,US,Colorado,El Paso,1028,78,0,950,38.83240149,-104.5251411
05/05/2020,US,Texas,El Paso,1029,22,0,1007,31.76980765,-106.2363275
05/05/2020,US,Colorado,Elbert,36,1,0,35,39.28656773,-104.1358721
05/05/2020,US,Georgia,Elbert,32,0,0,32,34.11302332,-82.83936148
05/05/2020,US,Kansas,Elk,0,0,0,0,37.45338105,-96.24369667
05/05/2020,US,Pennsylvania,Elk,4,0,0,4,41.42822061,-78.64524744
05/05/2020,US,Indiana,Elkhart,342,13,0,329,41.59761169,-85.85875695
05/05/2020,US,Nevada,Elko,15,1,0,14,41.14531606,-115.3577619
05/05/2020,US,Kansas,Ellis,8,0,0,8,38.91458712,-99.31751551
05/05/2020,US,Texas,Ellis,176,6,0,170,32.34894117,-96.79371841
05/05/2020,US,Kansas,Ellsworth,1,0,0,1,38.69677695,-98.20462799
05/05/2020,US,Alabama,Elmore,121,3,0,118,32.59785413,-86.14415284
05/05/2020,US,Idaho,Elmore,30,2,0,28,43.3507101,-115.4701578
05/05/2020,US,Georgia,Emanuel,22,0,0,22,32.59221302,-82.30239915
05/05/2020,US,Iowa,Emmet,0,0,0,0,43.37782951,-94.67858943
05/05/2020,US,Michigan,Emmet,21,2,0,19,45.52625509,-84.89083249
05/05/2020,US,North Dakota,Emmons,1,1,0,0,46.28398398,-100.2389766
05/05/2020,US,Virginia,Emporia,46,3,0,43,36.69455571,-77.53406129
05/05/2020,US,Texas,Erath,12,1,0,11,32.23602653,-98.21773417
05/05/2020,US,New York,Erie,3891,308,0,3583,42.76249024,-78.73063652
05/05/2020,US,Ohio,Erie,67,3,0,64,41.36796058,-82.62904521
05/05/2020,US,Pennsylvania,Erie,93,2,0,91,41.99253829,-80.03301954
05/05/2020,US,Alabama,Escambia,31,2,0,29,31.1256789,-87.15918694
05/05/2020,US,Florida,Escambia,598,14,0,584,30.67652764,-87.37284571
05/05/2020,US,Massachusetts,Essex,9979,527,0,9452,42.6687626,-70.94687179
05/05/2020,US,New Jersey,Essex,14840,1319,0,13521,40.78681335,-74.24657979
05/05/2020,US,New York,Essex,30,0,0,30,44.11630765,-73.77297842
05/05/2020,US,Vermont,Essex,2,0,0,2,44.72736416,-71.73579864
05/05/2020,US,Virginia,Essex,17,0,0,17,37.93357639,-76.94230311
05/05/2020,US,Alabama,Etowah,152,10,0,142,34.04567266,-86.04051873
05/05/2020,US,Nevada,Eureka,0,0,0,0,39.98100864,-116.2683204
05/05/2020,US,Louisiana,Evangeline,63,1,0,62,30.72985248,-92.39915924
05/05/2020,US,Georgia,Evans,5,0,0,5,32.15328841,-81.8870105
05/05/2020,US,Alaska,Fairbanks North Star,83,2,0,81,64.80726247,-146.5692662
05/05/2020,US,Virginia,Fairfax,4834,201,0,4633,38.83677558,-77.27565836
05/05/2020,US,Virginia,Fairfax City,33,2,0,31,38.85157547,-77.29779640000002
05/05/2020,US,Connecticut,Fairfield,12360,935,0,11425,41.26809896,-73.3881171
05/05/2020,US,Ohio,Fairfield,155,3,0,152,39.75107189,-82.63088163
05/05/2020,US,South Carolina,Fairfield,71,2,0,69,34.39287073,-81.1195624
05/05/2020,US,South Dakota,Fall River,2,0,0,2,43.23929297,-103.5275691
05/05/2020,US,Texas,Falls,6,0,0,6,31.25350609,-96.93630086
05/05/2020,US,Virginia,Falls Church,36,4,0,32,38.88485255,-77.17560759
05/05/2020,US,Georgia,Fannin,32,1,0,31,34.86430205,-84.316964
05/05/2020,US,Texas,Fannin,20,0,0,20,33.59564294,-96.10751083
05/05/2020,US,Minnesota,Faribault,7,0,0,7,43.67381499,-93.94787458
05/05/2020,US,South Dakota,Faulk,1,0,0,1,45.07082625,-99.14535601
05/05/2020,US,Arkansas,Faulkner,77,2,0,75,35.14719007,-92.33717519
05/05/2020,US,Virginia,Fauquier,147,3,0,144,38.73564842,-77.80647472
05/05/2020,US,Alabama,Fayette,6,0,0,6,33.72076938,-87.73886638
05/05/2020,US,Georgia,Fayette,189,10,0,179,33.41357794,-84.49089434
05/05/2020,US,Illinois,Fayette,16,2,0,14,39.00072038,-89.02452658
05/05/2020,US,Indiana,Fayette,30,4,0,26,39.63684962,-85.17797541
05/05/2020,US,Iowa,Fayette,23,0,0,23,42.86271799,-91.8441231
05/05/2020,US,Kentucky,Fayette,298,9,0,289,38.0368225,-84.45576892
05/05/2020,US,Ohio,Fayette,21,0,0,21,39.56021306,-83.4562016
05/05/2020,US,Pennsylvania,Fayette,84,4,0,80,39.92041012,-79.64291195
05/05/2020,US,Tennessee,Fayette,69,1,0,68,35.19615831,-89.41399032
05/05/2020,US,Texas,Fayette,17,1,0,16,29.87788372,-96.92076062
05/05/2020,US,West Virginia,Fayette,20,0,0,20,38.02974928,-81.08286634
05/05/2020,US,Michigan,Federal Correctional Institution (FCI),98,2,0,96,,
05/05/2020,US,Tennessee,Fentress,5,0,0,5,36.38128818,-84.92870012
05/05/2020,US,Montana,Fergus,0,0,0,0,47.26331584,-109.2245206
05/05/2020,US,Washington,Ferry,1,0,0,1,48.471143100000006,-118.5154041
05/05/2020,US,Minnesota,Fillmore,12,1,0,11,43.67394126,-92.08980382
05/05/2020,US,Nebraska,Fillmore,3,0,0,3,40.52458567,-97.59646937
05/05/2020,US,Kansas,Finney,659,3,0,656,38.04340344,-100.7381938
05/05/2020,US,Florida,Flagler,141,4,0,137,29.45933576,-81.31508595
05/05/2020,US,Montana,Flathead,37,2,0,35,48.29575866,-114.0520569
05/05/2020,US,Kentucky,Fleming,2,0,0,2,38.36758311,-83.69657514
05/05/2020,US,South Carolina,Florence,353,17,0,336,34.02361754,-79.70189312
05/05/2020,US,Wisconsin,Florence,2,0,0,2,45.84963535,-88.39804137
05/05/2020,US,Georgia,Floyd,151,11,0,140,34.26268279,-85.21577392
05/05/2020,US,Indiana,Floyd,212,27,0,185,38.32117957,-85.90385377
05/05/2020,US,Iowa,Floyd,1,0,0,1,43.06000529999999,-92.78940097
05/05/2020,US,Kentucky,Floyd,12,0,0,12,37.56213922,-82.74750924
05/05/2020,US,Texas,Floyd,4,0,0,4,34.07227468,-101.3031546
05/05/2020,US,Virginia,Floyd,3,0,0,3,36.9302126,-80.36738849
05/05/2020,US,Virginia,Fluvanna,76,6,0,70,37.84157909,-78.27715475
05/05/2020,US,Wisconsin,Fond du Lac,77,3,0,74,43.75354908,-88.48885325
05/05/2020,US,Illinois,Ford,11,1,0,10,40.59706922,-88.22350769
05/05/2020,US,Kansas,Ford,869,3,0,866,37.69200114,-99.88825298
05/05/2020,US,Pennsylvania,Forest,7,0,0,7,41.51095103,-79.23229292
05/05/2020,US,Mississippi,Forrest,259,14,0,245,31.18961454,-89.25832496
05/05/2020,US,Georgia,Forsyth,347,10,0,337,34.22604035,-84.12315129999998
05/05/2020,US,North Carolina,Forsyth,287,5,0,282,36.12859861,-80.25459052
05/05/2020,US,Texas,Fort Bend,1187,28,0,1159,29.52704478,-95.77219463
05/05/2020,US,North Dakota,Foster,1,0,0,1,47.4571084,-98.88279923
05/05/2020,US,Indiana,Fountain,14,2,0,12,40.12361933,-87.24217689
05/05/2020,US,Alabama,Franklin,152,0,0,152,34.44235334,-87.84289505
05/05/2020,US,Arkansas,Franklin,2,0,0,2,35.51202821,-93.89299569
05/05/2020,US,Florida,Franklin,2,0,0,2,29.83791238,-84.82731662
05/05/2020,US,Georgia,Franklin,24,1,0,23,34.37525597,-83.23159927
05/05/2020,US,Illinois,Franklin,10,0,0,10,37.99189086,-88.92567818
05/05/2020,US,Indiana,Franklin,99,7,0,92,39.4142482,-85.06062647
05/05/2020,US,Iowa,Franklin,5,0,0,5,42.73270384,-93.26256925
05/05/2020,US,Kansas,Franklin,19,0,0,19,38.56443815,-95.28644341
05/05/2020,US,Kentucky,Franklin,16,0,0,16,38.2379395,-84.87962551
05/05/2020,US,Louisiana,Franklin,140,3,0,137,32.13675181,-91.67589857
05/05/2020,US,Maine,Franklin,29,1,0,28,44.97330019,-70.44381045
05/05/2020,US,Massachusetts,Franklin,275,37,0,238,42.58119713,-72.58602547
05/05/2020,US,Mississippi,Franklin,17,1,0,16,31.47786634,-90.89672989
05/05/2020,US,Missouri,Franklin,127,13,0,114,38.41127108,-91.07522826
05/05/2020,US,Nebraska,Franklin,5,0,0,5,40.17636348,-98.95299073
05/05/2020,US,New York,Franklin,16,0,0,16,44.59040891,-74.29926032
05/05/2020,US,North Carolina,Franklin,106,22,0,84,36.081519,-78.28708884
05/05/2020,US,Ohio,Franklin,3097,87,0,3010,39.96995815,-83.01115755
05/05/2020,US,Pennsylvania,Franklin,396,9,0,387,39.92956518,-77.72157791
05/05/2020,US,Tennessee,Franklin,36,1,0,35,35.15634626,-86.09201039
05/05/2020,US,Texas,Franklin,2,0,0,2,33.17653242,-95.21917243
05/05/2020,US,Vermont,Franklin,99,5,0,94,44.85627605,-72.91249563
05/05/2020,US,Virginia,Franklin,23,0,0,23,36.99536167,-79.88023649
05/05/2020,US,Washington,Franklin,379,13,0,366,46.53351425,-118.9018212
05/05/2020,US,Virginia,Franklin City,23,1,0,22,36.6831435,-76.93859681
05/05/2020,US,Maryland,Frederick,1071,66,0,1005,39.47296601,-77.39999394
05/05/2020,US,Virginia,Frederick,132,1,0,131,39.20172582,-78.25974949
05/05/2020,US,Virginia,Fredericksburg,45,0,0,45,38.2977863,-77.4922454
05/05/2020,US,Minnesota,Freeborn,37,0,0,37,43.67385583,-93.34884422
05/05/2020,US,Texas,Freestone,7,0,0,7,31.70422788,-96.15072516
05/05/2020,US,Colorado,Fremont,22,0,0,22,38.47362326,-105.4399667
05/05/2020,US,Idaho,Fremont,3,0,0,3,44.22800938,-111.4809943
05/05/2020,US,Wyoming,Fremont,140,0,0,140,43.04183996,-108.6296893
05/05/2020,US,California,Fresno,672,9,0,663,36.75733899,-119.6466953
05/05/2020,US,Texas,Frio,10,0,0,10,28.86751206,-99.10804207
05/05/2020,US,Nebraska,Frontier,1,0,0,1,40.52993007,-100.3924658
05/05/2020,US,Arkansas,Fulton,3,0,0,3,36.38177105,-91.81729127
05/05/2020,US,Georgia,Fulton,3164,130,0,3034,33.79216944,-84.46319413
05/05/2020,US,Illinois,Fulton,3,0,0,3,40.47289135,-90.20862357
05/05/2020,US,Indiana,Fulton,34,1,0,33,41.0469907,-86.26252745
05/05/2020,US,Kentucky,Fulton,1,0,0,1,36.55238827,-89.20140068
05/05/2020,US,New York,Fulton,97,0,0,97,43.11363907,-74.41798804
05/05/2020,US,Ohio,Fulton,29,0,0,29,41.60213491,-84.12571393
05/05/2020,US,Pennsylvania,Fulton,7,0,0,7,39.92913544,-78.11163677
05/05/2020,US,Nebraska,Furnas,4,0,0,4,40.17642064,-99.91247454
05/05/2020,US,Florida,Gadsden,115,0,0,115,30.57796289,-84.61915825
05/05/2020,US,Nebraska,Gage,39,3,0,36,40.26186809,-96.68946704
05/05/2020,US,Texas,Gaines,3,0,0,3,32.74055318,-102.6353295
05/05/2020,US,Virginia,Galax,25,0,0,25,36.66601852,-80.91703124
05/05/2020,US,Illinois,Gallatin,2,0,0,2,37.76430935,-88.22953869
05/05/2020,US,Kentucky,Gallatin,1,0,0,1,38.75398691,-84.8558382
05/05/2020,US,Montana,Gallatin,146,1,0,145,45.54486106,-111.1692571
05/05/2020,US,Ohio,Gallia,6,1,0,5,38.82708533,-82.31647569
05/05/2020,US,Texas,Galveston,648,28,0,620,29.40167322,-94.90469073
05/05/2020,US,Colorado,Garfield,99,2,0,97,39.59921777,-107.902708
05/05/2020,US,Oklahoma,Garfield,21,1,0,20,36.3791334,-97.78265517
05/05/2020,US,Washington,Garfield,0,0,0,0,46.43197502,-117.5454032
05/05/2020,US,Arkansas,Garland,117,0,0,117,34.57692074,-93.14921604
05/05/2020,US,Kentucky,Garrard,2,0,0,2,37.6388668,-84.53289319
05/05/2020,US,Maryland,Garrett,4,0,0,4,39.52786077,-79.27355126
05/05/2020,US,Oklahoma,Garvin,14,1,0,13,34.70418038,-97.30811132
05/05/2020,US,Texas,Garza,3,0,0,3,33.17969345,-101.2984114
05/05/2020,US,Missouri,Gasconade,2,0,0,2,38.43947277,-91.50847147
05/05/2020,US,North Carolina,Gaston,152,3,0,149,35.29373559,-81.17477045
05/05/2020,US,North Carolina,Gates,9,0,0,9,36.44667547,-76.69749701
05/05/2020,US,Kansas,Geary,11,0,0,11,38.99871131,-96.7577178
05/05/2020,US,Ohio,Geauga,172,16,0,156,41.49952319,-81.17935342
05/05/2020,US,Idaho,Gem,14,0,0,14,44.06482372,-116.398376
05/05/2020,US,Michigan,Genesee,1668,200,0,1468,43.02244215,-83.70589709
05/05/2020,US,New York,Genesee,159,3,0,156,43.0022601,-78.19135193
05/05/2020,US,Alabama,Geneva,11,0,0,11,31.09389027,-85.83572839
05/05/2020,US,Missouri,Gentry,1,0,0,1,40.21097916,-94.40944419
05/05/2020,US,Mississippi,George,14,1,0,13,30.86259065,-88.64436789
05/05/2020,US,South Carolina,Georgetown,46,3,0,43,33.43443342,-79.33202141
05/05/2020,US,Indiana,Gibson,7,0,0,7,38.30393723,-87.58054938
05/05/2020,US,Tennessee,Gibson,53,1,0,52,35.99438059,-88.93358327
05/05/2020,US,Arizona,Gila,14,0,0,14,33.80190085,-110.8132779
05/05/2020,US,Florida,Gilchrist,6,0,0,6,29.72856978,-82.79880657
05/05/2020,US,Tennessee,Giles,8,0,0,8,35.20222469,-87.03992678
05/05/2020,US,Virginia,Giles,4,0,0,4,37.31234791,-80.70636931
05/05/2020,US,Texas,Gillespie,4,0,0,4,30.31824095,-98.94676915
05/05/2020,US,Georgia,Gilmer,77,0,0,77,34.69316688,-84.45802506
05/05/2020,US,West Virginia,Gilmer,3,0,0,3,38.9251277,-80.85952723
05/05/2020,US,Colorado,Gilpin,1,0,0,1,39.85646523,-105.5252597
05/05/2020,US,Montana,Glacier,6,0,0,6,48.70513576,-112.9934235
05/05/2020,US,Florida,Glades,6,1,0,5,26.95635849,-81.18996211
05/05/2020,US,Michigan,Gladwin,14,1,0,13,43.98901072,-84.38774817
05/05/2020,US,Texas,Glasscock,1,0,0,1,31.86942909,-101.5207776
05/05/2020,US,California,Glenn,5,0,0,5,39.59875897,-122.3938452
05/05/2020,US,New Jersey,Gloucester,1467,61,0,1406,39.71581067,-75.13995546
05/05/2020,US,Virginia,Gloucester,26,1,0,25,37.40809042,-76.53524337
05/05/2020,US,Georgia,Glynn,60,1,0,59,31.23279254,-81.53811412
05/05/2020,US,Michigan,Gogebic,5,1,0,4,46.40862701,-89.69377193
05/05/2020,US,Montana,Golden Valley,3,0,0,3,46.3816474,-109.1768522
05/05/2020,US,Texas,Goliad,7,0,0,7,28.65696592,-97.42760647
05/05/2020,US,Texas,Gonzales,31,2,0,29,29.45634206,-97.49424032
05/05/2020,US,Virginia,Goochland,80,5,0,75,37.71714806,-77.90381514
05/05/2020,US,Minnesota,Goodhue,23,0,0,23,44.40849741,-92.7234195
05/05/2020,US,Idaho,Gooding,13,0,0,13,42.96927962,-114.8108306
05/05/2020,US,Georgia,Gordon,117,13,0,104,34.50487351,-84.87296253
05/05/2020,US,Wyoming,Goshen,4,0,0,4,42.08798185,-104.3534743
05/05/2020,US,Nebraska,Gosper,12,0,0,12,40.51481965,-99.83020279
05/05/2020,US,Kansas,Gove,1,0,0,1,38.91588178,-100.4829321
05/05/2020,US,Georgia,Grady,63,3,0,60,30.87454847,-84.23418364
05/05/2020,US,Oklahoma,Grady,40,2,0,38,35.0167709,-97.88339847
05/05/2020,US,New Hampshire,Grafton,54,0,0,54,43.93779815,-71.82057197
05/05/2020,US,Arizona,Graham,19,0,0,19,32.93166885,-109.8882178
05/05/2020,US,North Carolina,Graham,2,0,0,2,35.3506925,-83.83369267
05/05/2020,US,Tennessee,Grainger,7,0,0,7,36.27469206,-83.51254721
05/05/2020,US,Colorado,Grand,5,0,0,5,40.10603347,-106.1178042
05/05/2020,US,North Dakota,Grand Forks,270,0,0,270,47.92093639,-97.45450447
05/05/2020,US,Vermont,Grand Isle,4,0,0,4,44.7975824,-73.29679772
05/05/2020,US,Michigan,Grand Traverse,20,5,0,15,44.69565625,-85.55585247
05/05/2020,US,Arkansas,Grant,14,0,0,14,34.29017991,-92.42320562
05/05/2020,US,Indiana,Grant,146,12,0,134,40.51587228,-85.65468702
05/05/2020,US,Kansas,Grant,7,0,0,7,37.56227336,-101.3079758
05/05/2020,US,Kentucky,Grant,26,3,0,23,38.64962758,-84.62415957
05/05/2020,US,Louisiana,Grant,17,0,0,17,31.59882456,-92.56124347
05/05/2020,US,Minnesota,Grant,1,0,0,1,45.93424769,-96.01139609
05/05/2020,US,New Mexico,Grant,15,0,0,15,32.73911281,-108.3827845
05/05/2020,US,North Dakota,Grant,1,0,0,1,46.35821257,-101.6390013
05/05/2020,US,Oklahoma,Grant,2,0,0,2,36.796297,-97.78638765
05/05/2020,US,Oregon,Grant,1,0,0,1,44.49024544,-119.0068631
05/05/2020,US,Washington,Grant,180,3,0,177,47.20753737,-119.4500749
05/05/2020,US,West Virginia,Grant,3,0,0,3,39.10314817,-79.19440518
05/05/2020,US,Wisconsin,Grant,55,7,0,48,42.8671731,-90.7063218
05/05/2020,US,North Carolina,Granville,160,6,0,154,36.30337451,-78.65184241
05/05/2020,US,Michigan,Gratiot,26,2,0,24,43.29265605,-84.60505416
05/05/2020,US,Kentucky,Graves,143,14,0,129,36.72292505,-88.65143315
05/05/2020,US,Kansas,Gray,6,0,0,6,37.73836671,-100.4369088
05/05/2020,US,Texas,Gray,68,0,0,68,35.40081878,-100.8129222
05/05/2020,US,Washington,Grays Harbor,12,0,0,12,47.14003705,-123.7820567
05/05/2020,US,Kentucky,Grayson,91,5,0,86,37.46231118,-86.34248968
05/05/2020,US,Texas,Grayson,53,0,0,53,33.62744998,-96.67753461
05/05/2020,US,Virginia,Grayson,5,0,0,5,36.65677234,-81.23215889
05/05/2020,US,Nebraska,Greeley,2,0,0,2,41.56742671,-98.52150266
05/05/2020,US,Kentucky,Green,1,0,0,1,37.26484328,-85.5540745
05/05/2020,US,Wisconsin,Green,20,0,0,20,42.6794956,-89.60243287
05/05/2020,US,Wisconsin,Green Lake,5,0,0,5,43.80025981,-89.04679553
05/05/2020,US,West Virginia,Greenbrier,7,0,0,7,37.9463652,-80.45335881
05/05/2020,US,Alabama,Greene,61,2,0,59,32.85504247,-87.95684022
05/05/2020,US,Arkansas,Greene,21,0,0,21,36.11735460000001,-90.55832668
05/05/2020,US,Georgia,Greene,57,5,0,52,33.5769205,-83.17139104
05/05/2020,US,Illinois,Greene,3,0,0,3,39.35907414,-90.388865
05/05/2020,US,Indiana,Greene,97,7,0,90,39.03630547,-86.96223202
05/05/2020,US,Iowa,Greene,11,0,0,11,42.03614551,-94.39658081
05/05/2020,US,Mississippi,Greene,6,1,0,5,31.21444233,-88.63922281
05/05/2020,US,Missouri,Greene,99,8,0,91,37.2575872,-93.34230916
05/05/2020,US,New York,Greene,166,10,0,156,42.275797,-74.12384884
05/05/2020,US,North Carolina,Greene,22,0,0,22,35.48544173,-77.67578087
05/05/2020,US,Ohio,Greene,50,5,0,45,39.69116283,-83.89032084
05/05/2020,US,Pennsylvania,Greene,27,1,0,26,39.85746531,-80.22357106
05/05/2020,US,Tennessee,Greene,43,2,0,41,36.17470125,-82.84691273
05/05/2020,US,Virginia,Greene,13,1,0,12,38.29545894,-78.46525378
05/05/2020,US,Arizona,Greenlee,2,0,0,2,33.21498827,-109.2405279
05/05/2020,US,Virginia,Greensville,41,7,0,34,36.67878901,-77.56351439
05/05/2020,US,Kentucky,Greenup,12,0,0,12,38.54332505,-82.9215658
05/05/2020,US,South Carolina,Greenville,796,42,0,754,34.89502264,-82.37295012
05/05/2020,US,Kansas,Greenwood,3,0,0,3,37.8774388,-96.23250453
05/05/2020,US,South Carolina,Greenwood,57,0,0,57,34.15272415,-82.12715789
05/05/2020,US,Oklahoma,Greer,65,6,0,59,34.93535801,-99.5605612
05/05/2020,US,Texas,Gregg,97,0,0,97,32.47940482,-94.81591935
05/05/2020,US,Mississippi,Grenada,36,2,0,34,33.77036166,-89.80245083
05/05/2020,US,Texas,Grimes,22,1,0,21,30.54579585,-95.98902499
05/05/2020,US,Illinois,Grundy,47,0,0,47,41.28569601,-88.41905692
05/05/2020,US,Iowa,Grundy,17,0,0,17,42.40183723,-92.78829551
05/05/2020,US,Tennessee,Grundy,28,1,0,27,35.38433717,-85.72142731
05/05/2020,US,New Mexico,Guadalupe,15,0,0,15,34.86319296,-104.790669
05/05/2020,US,Texas,Guadalupe,87,0,0,87,29.58165339,-97.94786822
05/05/2020,US,Ohio,Guernsey,19,0,0,19,40.05026529,-81.49248905
05/05/2020,US,North Carolina,Guilford,464,33,0,431,36.07959451,-79.78824948
05/05/2020,US,Florida,Gulf,1,0,0,1,29.93543004,-85.24270990000002
05/05/2020,US,Colorado,Gunnison,168,5,0,163,38.66611652,-107.0320729
05/05/2020,US,Iowa,Guthrie,31,0,0,31,41.68378965,-94.50111014
05/05/2020,US,Georgia,Gwinnett,2102,77,0,2025,33.96044201,-84.02137802
05/05/2020,US,Georgia,Habersham,362,11,0,351,34.63331566,-83.53094677
05/05/2020,US,Alabama,Hale,59,2,0,57,32.76039258,-87.63284988
05/05/2020,US,Texas,Hale,29,4,0,25,34.07044901,-101.8268114
05/05/2020,US,North Carolina,Halifax,69,1,0,68,36.25669272,-77.6556109
05/05/2020,US,Virginia,Halifax,18,0,0,18,36.76654925,-78.93512622
05/05/2020,US,Georgia,Hall,1846,26,0,1820,34.32207823,-83.81896936
05/05/2020,US,Nebraska,Hall,1284,28,0,1256,40.87257079,-98.50218293
05/05/2020,US,Tennessee,Hamblen,23,2,0,21,36.21990035,-83.26586179
05/05/2020,US,Florida,Hamilton,7,0,0,7,30.49673973,-82.94998918
05/05/2020,US,Illinois,Hamilton,2,0,0,2,38.08163641,-88.53883373
05/05/2020,US,Indiana,Hamilton,859,74,0,785,40.07306535,-86.05244729
05/05/2020,US,Iowa,Hamilton,7,0,0,7,42.38382428,-93.70197703
05/05/2020,US,Kansas,Hamilton,4,0,0,4,37.99978709,-101.7921066
05/05/2020,US,Nebraska,Hamilton,45,7,0,38,40.87349452,-98.02099117
05/05/2020,US,New York,Hamilton,3,0,0,3,43.66146647,-74.49721957
05/05/2020,US,Ohio,Hamilton,1480,83,0,1397,39.19673558,-84.54502924
05/05/2020,US,Tennessee,Hamilton,184,13,0,171,35.17670231,-85.16652245
05/05/2020,US,Texas,Hamilton,5,0,0,5,31.70470573,-98.11083887
05/05/2020,US,South Dakota,Hamlin,2,0,0,2,44.67385954,-97.18829593
05/05/2020,US,Massachusetts,Hampden,4203,415,0,3788,42.13440424,-72.63235561
05/05/2020,US,Massachusetts,Hampshire,575,47,0,528,42.33997957,-72.65898478
05/05/2020,US,West Virginia,Hampshire,8,1,0,7,39.32103553,-78.60826476
05/05/2020,US,South Carolina,Hampton,26,0,0,26,32.77419582,-81.13845571
05/05/2020,US,Virginia,Hampton,128,3,0,125,37.03513786,-76.35879121
05/05/2020,US,Georgia,Hancock,67,2,0,65,33.2721566,-82.99766919
05/05/2020,US,Illinois,Hancock,9,0,0,9,40.40423981,-91.16313899
05/05/2020,US,Indiana,Hancock,233,12,0,221,39.82304555,-85.77566351
05/05/2020,US,Iowa,Hancock,3,0,0,3,43.08178477,-93.73454884
05/05/2020,US,Kentucky,Hancock,6,0,0,6,37.83766422,-86.78280584
05/05/2020,US,Maine,Hancock,10,0,0,10,44.59816444,-68.38401854
05/05/2020,US,Mississippi,Hancock,68,5,0,63,30.41830223,-89.48851033
05/05/2020,US,Ohio,Hancock,39,1,0,38,41.00250487,-83.66838948
05/05/2020,US,Tennessee,Hancock,0,0,0,0,36.52692871,-83.22375847
